Date,Price,Open,High,Low,Vol,Change %
3/5/2023,0.3668,0.3735,0.3772,0.3656,250280000,-1.79%
3/4/2023,0.3735,0.3774,0.3797,0.3683,259120000,-1.03%
3/3/2023,0.3774,0.3772,0.3805,0.3555,695080000,0.06%
3/2/2023,0.3771,0.3837,0.3844,0.3738,440590000,-1.70%
3/1/2023,0.3837,0.3762,0.3842,0.3728,454720000,1.98%
2/28/2023,0.3762,0.3785,0.3825,0.3721,575910000,-0.61%
2/27/2023,0.3785,0.378,0.3801,0.3711,602000000,0.14%
2/26/2023,0.378,0.3779,0.3806,0.3746,200970000,0.03%
2/25/2023,0.3779,0.3784,0.3793,0.3709,285250000,-0.15%
2/24/2023,0.3784,0.3883,0.3908,0.3725,506550000,-2.54%
2/23/2023,0.3883,0.3952,0.3978,0.3857,490030000,-1.72%
2/22/2023,0.3951,0.3919,0.3974,0.3832,566950000,0.81%
2/21/2023,0.3919,0.3984,0.4016,0.3875,594300000,-1.64%
2/20/2023,0.3984,0.3864,0.4083,0.378,732420000,3.11%
2/19/2023,0.3864,0.3943,0.3978,0.3854,328360000,-1.99%
2/18/2023,0.3943,0.395,0.3974,0.3912,196160000,-0.15%
2/17/2023,0.3949,0.3842,0.3999,0.3811,475630000,2.78%
2/16/2023,0.3842,0.4011,0.4044,0.3842,594200000,-4.23%
2/15/2023,0.4011,0.3821,0.4022,0.3766,515880000,4.99%
2/14/2023,0.3821,0.3704,0.3838,0.3646,507210000,3.14%
2/13/2023,0.3704,0.3748,0.3781,0.3629,538010000,-1.17%
2/12/2023,0.3748,0.3835,0.3848,0.3721,191170000,-2.26%
2/11/2023,0.3835,0.382,0.3841,0.3802,166460000,0.37%
2/10/2023,0.3821,0.3817,0.3877,0.3779,376950000,0.11%
2/9/2023,0.3817,0.3976,0.408,0.3741,721480000,-4.01%
2/8/2023,0.3976,0.4036,0.4057,0.3937,374800000,-1.49%
2/7/2023,0.4036,0.3919,0.4047,0.3903,478440000,2.99%
2/6/2023,0.3919,0.3984,0.4035,0.391,417170000,-1.64%
2/5/2023,0.3984,0.4109,0.4117,0.3954,327690000,-3.04%
2/4/2023,0.4109,0.4115,0.4202,0.4076,243580000,-0.14%
2/3/2023,0.4115,0.4096,0.4137,0.406,369090000,0.46%
2/2/2023,0.4096,0.4133,0.4187,0.4085,436840000,-0.89%
2/1/2023,0.4133,0.4057,0.4157,0.397,506190000,1.86%
1/31/2023,0.4057,0.3935,0.4112,0.3884,466630000,3.08%
1/30/2023,0.3936,0.4133,0.4215,0.3894,575470000,-4.77%
1/29/2023,0.4133,0.4079,0.4172,0.4066,223150000,1.33%
1/28/2023,0.4079,0.4128,0.416,0.4059,199750000,-1.20%
1/27/2023,0.4128,0.4094,0.4134,0.3992,359880000,0.82%
1/26/2023,0.4094,0.4167,0.4178,0.4063,384610000,-1.81%
1/25/2023,0.417,0.4078,0.4244,0.3978,489940000,2.23%
1/24/2023,0.4079,0.4239,0.431,0.404,549090000,-3.79%
1/23/2023,0.424,0.4004,0.4321,0.3998,935740000,5.89%
1/22/2023,0.4004,0.4034,0.4116,0.3967,339500000,-0.70%
1/21/2023,0.4032,0.4128,0.4161,0.4007,467160000,-2.40%
1/20/2023,0.4131,0.3928,0.4137,0.3861,487220000,5.15%
1/19/2023,0.3929,0.3786,0.3956,0.3767,555140000,3.75%
1/18/2023,0.3787,0.3869,0.3955,0.3694,830010000,-2.13%
1/17/2023,0.3869,0.386,0.3981,0.3795,514110000,0.20%
1/16/2023,0.3862,0.3847,0.4063,0.3792,730000000,0.37%
1/15/2023,0.3847,0.3953,0.3968,0.38,402040000,-2.66%
1/14/2023,0.3953,0.386,0.4086,0.3817,786840000,2.39%
1/13/2023,0.386,0.3748,0.3867,0.3692,541810000,2.99%
1/12/2023,0.3748,0.3729,0.3794,0.3634,690960000,0.52%
1/11/2023,0.3729,0.3508,0.377,0.3477,858010000,6.30%
1/10/2023,0.3508,0.349,0.354,0.3434,474090000,0.52%
1/9/2023,0.349,0.3448,0.3572,0.3438,754290000,1.22%
1/8/2023,0.3448,0.3441,0.3461,0.3381,269190000,0.19%
1/7/2023,0.3441,0.3444,0.3456,0.3415,145190000,-0.07%
1/6/2023,0.3444,0.338,0.346,0.3314,409470000,1.90%
1/5/2023,0.3379,0.3476,0.3487,0.3364,374320000,-2.82%
1/4/2023,0.3478,0.3437,0.3515,0.3422,520590000,1.19%
1/3/2023,0.3437,0.3482,0.3519,0.3414,472170000,-1.30%
1/2/2023,0.3482,0.3387,0.3545,0.3152,913670000,2.81%
1/1/2023,0.3387,0.3388,0.3399,0.3355,144210000,0.00%
12/31/2022,0.3387,0.3452,0.3452,0.3387,186730000,-1.87%
12/30/2022,0.3452,0.3421,0.3456,0.3338,371000000,0.90%
12/29/2022,0.3421,0.3559,0.3577,0.3375,504020000,-3.91%
12/28/2022,0.356,0.3675,0.3686,0.355,481850000,-3.12%
12/27/2022,0.3675,0.3659,0.3726,0.3588,521310000,0.43%
12/26/2022,0.3659,0.3458,0.3697,0.3456,460670000,5.81%
12/25/2022,0.3458,0.352,0.352,0.3442,149480000,-1.76%
12/24/2022,0.352,0.3543,0.3543,0.3504,90120000,-0.65%
12/23/2022,0.3543,0.3494,0.3547,0.3469,302950000,1.40%
12/22/2022,0.3494,0.3449,0.3501,0.3416,354210000,1.13%
12/21/2022,0.3455,0.3485,0.3504,0.3384,402450000,-0.88%
12/20/2022,0.3486,0.339,0.3529,0.336,476390000,2.84%
12/19/2022,0.3389,0.3498,0.3529,0.3329,507180000,-3.11%
12/18/2022,0.3498,0.3546,0.3552,0.3477,144560000,-1.35%
12/17/2022,0.3546,0.3512,0.3569,0.3473,280230000,0.96%
12/16/2022,0.3512,0.3779,0.3797,0.3462,512670000,-7.07%
12/15/2022,0.3779,0.3852,0.3866,0.3744,325000000,-1.89%
12/14/2022,0.3852,0.3953,0.3953,0.3779,443890000,-2.55%
12/13/2022,0.3953,0.3872,0.3967,0.3786,571040000,2.08%
12/12/2022,0.3872,0.3809,0.3895,0.3715,449000000,1.64%
12/11/2022,0.381,0.3866,0.3885,0.3788,133070000,-1.44%
12/10/2022,0.3866,0.3889,0.3892,0.3856,132180000,-0.58%
12/9/2022,0.3888,0.3943,0.395,0.3856,342350000,-1.39%
12/8/2022,0.3943,0.3833,0.3958,0.3832,368140000,2.87%
12/7/2022,0.3833,0.3915,0.3925,0.3752,399320000,-2.10%
12/6/2022,0.3915,0.3894,0.3924,0.3809,401290000,0.54%
12/5/2022,0.3894,0.3897,0.395,0.3814,438020000,-0.09%
12/4/2022,0.3897,0.3873,0.393,0.3864,178560000,0.68%
12/3/2022,0.3871,0.3963,0.3964,0.3855,203820000,-2.32%
12/2/2022,0.3963,0.3967,0.3974,0.3839,339930000,-0.10%
12/1/2022,0.3967,0.4078,0.4092,0.3945,332050000,-2.72%
11/30/2022,0.4078,0.398,0.4112,0.3935,429200000,2.45%
11/29/2022,0.398,0.3887,0.4033,0.3833,464520000,2.25%
11/28/2022,0.3893,0.3961,0.399,0.3741,570560000,-1.72%
11/27/2022,0.3961,0.3962,0.409,0.3948,262330000,0.00%
11/26/2022,0.3961,0.4078,0.4144,0.3935,242810000,-2.86%
11/25/2022,0.4077,0.402,0.4188,0.3894,554660000,1.44%
11/24/2022,0.402,0.3818,0.4045,0.3744,582060000,5.27%
11/23/2022,0.3818,0.3758,0.3823,0.3682,457820000,1.62%
11/22/2022,0.3758,0.3646,0.3781,0.3514,600910000,3.08%
11/21/2022,0.3645,0.3612,0.3683,0.3467,758310000,0.90%
11/20/2022,0.3613,0.384,0.396,0.3599,396500000,-5.92%
11/19/2022,0.384,0.3804,0.3882,0.3799,199130000,0.62%
11/18/2022,0.3817,0.3838,0.3849,0.3752,380620000,-0.19%
11/17/2022,0.3824,0.3739,0.3862,0.3694,545280000,2.36%
11/16/2022,0.3736,0.389,0.391,0.3623,471290000,-3.99%
11/15/2022,0.3891,0.3768,0.3966,0.367,720640000,3.26%
11/14/2022,0.3768,0.3408,0.3791,0.3219,909990000,10.56%
11/13/2022,0.3408,0.3634,0.3692,0.3329,443130000,-6.22%
11/12/2022,0.3634,0.3843,0.3843,0.3597,342070000,-5.43%
11/11/2022,0.3843,0.3946,0.3989,0.3664,626430000,-2.64%
11/10/2022,0.3947,0.3321,0.4026,0.3307,10700000000,18.86%
11/9/2022,0.3321,0.406,0.4108,0.3203,12400000000,-18.22%
11/8/2022,0.406,0.465,0.4668,0.3402,13300000000,-12.69%
11/7/2022,0.465,0.471,0.4798,0.4593,444100000,-1.27%
11/6/2022,0.471,0.493,0.4944,0.4689,224890000,-4.47%
11/5/2022,0.493,0.5061,0.5096,0.4901,279440000,-2.56%
11/4/2022,0.506,0.4549,0.5075,0.4534,771350000,11.23%
11/3/2022,0.4549,0.4499,0.4598,0.4489,321040000,1.10%
11/2/2022,0.4499,0.4636,0.4658,0.4454,431740000,-2.95%
11/1/2022,0.4636,0.4643,0.467,0.4545,382580000,-0.16%
10/31/2022,0.4643,0.4581,0.467,0.4485,449100000,1.38%
10/30/2022,0.458,0.4702,0.4731,0.4543,279440000,-2.57%
10/29/2022,0.4701,0.4744,0.4836,0.4666,447660000,-0.92%
10/28/2022,0.4745,0.4615,0.4753,0.4566,372220000,2.80%
10/27/2022,0.4616,0.469,0.4818,0.4587,568850000,-1.58%
10/26/2022,0.469,0.4605,0.4709,0.4569,463930000,1.83%
10/25/2022,0.4606,0.4531,0.4725,0.4437,511210000,1.63%
10/24/2022,0.4532,0.4688,0.4723,0.4483,391990000,-3.34%
10/23/2022,0.4688,0.4653,0.4721,0.4522,298410000,0.73%
10/22/2022,0.4654,0.4612,0.4704,0.4563,259590000,0.92%
10/21/2022,0.4612,0.4465,0.4614,0.436,535220000,3.26%
10/20/2022,0.4466,0.4506,0.4644,0.4296,573030000,-0.89%
10/19/2022,0.4506,0.4658,0.4666,0.4485,470770000,-3.26%
10/18/2022,0.4658,0.4804,0.4841,0.4576,439640000,-2.92%
10/17/2022,0.4798,0.4766,0.4825,0.4629,396300000,0.67%
10/16/2022,0.4766,0.4818,0.4873,0.471,311820000,-1.08%
10/15/2022,0.4818,0.4885,0.4899,0.4787,234480000,-1.36%
10/14/2022,0.4885,0.4791,0.5118,0.4784,644510000,1.95%
10/13/2022,0.4791,0.4882,0.4894,0.4421,874790000,-1.86%
10/12/2022,0.4882,0.4861,0.4958,0.4822,368610000,0.43%
10/11/2022,0.4861,0.4937,0.5023,0.4792,639110000,-1.55%
10/10/2022,0.4938,0.5325,0.5379,0.4938,717970000,-7.30%
10/9/2022,0.5326,0.5172,0.5468,0.5064,507030000,2.99%
10/8/2022,0.5172,0.5177,0.5287,0.5112,485420000,-0.12%
10/7/2022,0.5178,0.4935,0.5263,0.4824,727400000,4.90%
10/6/2022,0.4936,0.4887,0.5056,0.4885,581530000,1.00%
10/5/2022,0.4887,0.4796,0.5007,0.4723,795810000,1.90%
10/4/2022,0.4796,0.4622,0.485,0.4521,729110000,3.74%
10/3/2022,0.4623,0.4483,0.4691,0.4382,573490000,3.12%
10/2/2022,0.4483,0.4753,0.4781,0.4454,493040000,-5.70%
10/1/2022,0.4754,0.4799,0.4863,0.4677,483100000,-0.93%
9/30/2022,0.4799,0.487,0.4986,0.4709,981820000,-1.45%
9/29/2022,0.4869,0.4488,0.5086,0.4276,11000000000,8.50%
9/28/2022,0.4488,0.4468,0.4553,0.4176,860090000,0.43%
9/27/2022,0.4468,0.4682,0.4874,0.437,912720000,-4.56%
9/26/2022,0.4682,0.4919,0.5016,0.458,953400000,-4.84%
9/25/2022,0.492,0.4878,0.5196,0.4762,11700000000,0.86%
9/24/2022,0.4878,0.5077,0.5188,0.4724,11700000000,-3.91%
9/23/2022,0.5077,0.4858,0.557,0.4568,27300000000,4.63%
9/22/2022,0.4852,0.394,0.494,0.394,20300000000,23.14%
9/21/2022,0.394,0.4146,0.4316,0.3848,14500000000,-5.00%
9/20/2022,0.4148,0.3847,0.4226,0.371,17300000000,7.75%
9/19/2022,0.3849,0.3578,0.3925,0.3403,11700000000,7.58%
9/18/2022,0.3578,0.3759,0.3975,0.356,10700000000,-4.81%
9/17/2022,0.3759,0.3552,0.3799,0.3465,712350000,5.80%
9/16/2022,0.3552,0.3263,0.3577,0.3219,615850000,8.86%
9/15/2022,0.3263,0.3418,0.3427,0.3246,705310000,-4.53%
9/14/2022,0.3418,0.3326,0.3441,0.3315,608620000,2.77%
9/13/2022,0.3326,0.3598,0.3602,0.3311,652150000,-7.55%
9/12/2022,0.3598,0.3552,0.36,0.348,424580000,1.29%
9/11/2022,0.3552,0.3573,0.3601,0.3496,255600000,-0.59%
9/10/2022,0.3573,0.3569,0.3617,0.3518,330500000,0.10%
9/9/2022,0.3569,0.3396,0.359,0.3395,587110000,5.11%
9/8/2022,0.3396,0.3368,0.3433,0.3284,434480000,0.84%
9/7/2022,0.3368,0.3214,0.3385,0.3137,486160000,4.78%
9/6/2022,0.3214,0.3329,0.343,0.3196,590010000,-3.47%
9/5/2022,0.3329,0.3317,0.3335,0.3227,309630000,0.37%
9/4/2022,0.3317,0.3298,0.3327,0.3278,172370000,0.64%
9/3/2022,0.3296,0.3314,0.3336,0.3267,189980000,-0.55%
9/2/2022,0.3314,0.3331,0.3353,0.3253,341490000,-0.51%
9/1/2022,0.3331,0.3277,0.3334,0.3218,382360000,1.65%
8/31/2022,0.3277,0.3267,0.3339,0.3231,394940000,0.33%
8/30/2022,0.3266,0.3339,0.3356,0.3204,431010000,-2.17%
8/29/2022,0.3339,0.3223,0.334,0.3187,480910000,3.62%
8/28/2022,0.3222,0.3346,0.3372,0.3217,273060000,-3.70%
8/27/2022,0.3346,0.3392,0.3437,0.3291,327260000,-1.29%
8/26/2022,0.339,0.3491,0.37,0.3326,782040000,-2.90%
8/25/2022,0.3491,0.3456,0.3521,0.3437,399650000,1.01%
8/24/2022,0.3456,0.3472,0.3524,0.339,371600000,-0.44%
8/23/2022,0.3471,0.3441,0.3479,0.3328,425190000,0.87%
8/22/2022,0.3441,0.3449,0.345,0.3316,451150000,-0.16%
8/21/2022,0.3447,0.3368,0.3483,0.3355,313560000,2.35%
8/20/2022,0.3368,0.3346,0.3427,0.3322,353660000,0.65%
8/19/2022,0.3346,0.3702,0.3703,0.3315,746160000,-9.63%
8/18/2022,0.3702,0.3796,0.3811,0.3693,375450000,-2.46%
8/17/2022,0.3796,0.377,0.3918,0.3685,590030000,0.69%
8/16/2022,0.377,0.3751,0.3782,0.3668,375770000,0.49%
8/15/2022,0.3751,0.3757,0.3849,0.3663,454560000,-0.15%
8/14/2022,0.3757,0.378,0.3921,0.3741,351610000,-0.62%
8/13/2022,0.378,0.3794,0.3871,0.3764,239060000,-0.37%
8/12/2022,0.3794,0.3801,0.3808,0.3703,349890000,-0.20%
8/11/2022,0.3801,0.3814,0.3855,0.3774,427940000,-0.32%
8/10/2022,0.3814,0.3673,0.3814,0.3586,432450000,3.81%
8/9/2022,0.3674,0.3788,0.38,0.361,355880000,-3.02%
8/8/2022,0.3788,0.3723,0.3845,0.3714,404560000,1.75%
8/7/2022,0.3723,0.3714,0.3771,0.3682,144560000,0.24%
8/6/2022,0.3714,0.3764,0.3776,0.3707,136310000,-1.33%
8/5/2022,0.3764,0.3708,0.3782,0.3675,292340000,1.50%
8/4/2022,0.3708,0.3695,0.3749,0.3644,290340000,0.36%
8/3/2022,0.3695,0.3715,0.3773,0.3632,353810000,-0.53%
8/2/2022,0.3715,0.3791,0.3934,0.367,443990000,-2.01%
8/1/2022,0.3791,0.3793,0.3858,0.3713,342910000,-0.05%
7/31/2022,0.3793,0.3877,0.3986,0.3786,359210000,-2.16%
7/30/2022,0.3877,0.3678,0.4091,0.3634,583130000,5.43%
7/29/2022,0.3677,0.3738,0.3797,0.3598,443230000,-1.62%
7/28/2022,0.3738,0.3594,0.3789,0.3495,533670000,3.98%
7/27/2022,0.3595,0.3376,0.3596,0.3304,446600000,6.48%
7/26/2022,0.3376,0.3358,0.3383,0.3256,425200000,0.55%
7/25/2022,0.3358,0.3586,0.3601,0.3356,394690000,-6.37%
7/24/2022,0.3586,0.3593,0.3666,0.356,242340000,-0.20%
7/23/2022,0.3593,0.3577,0.3628,0.3499,203400000,0.47%
7/22/2022,0.3576,0.3668,0.3713,0.3543,329790000,-2.50%
7/21/2022,0.3668,0.3626,0.3682,0.3489,394250000,1.17%
7/20/2022,0.3626,0.3734,0.3814,0.3576,485320000,-2.90%
7/19/2022,0.3734,0.3656,0.3766,0.3516,544060000,2.11%
7/18/2022,0.3657,0.3432,0.3696,0.3431,572000000,6.58%
7/17/2022,0.3431,0.3504,0.3604,0.3425,290480000,-2.10%
7/16/2022,0.3505,0.334,0.3559,0.3316,385800000,4.94%
7/15/2022,0.334,0.3336,0.3486,0.3278,538800000,0.12%
7/14/2022,0.3336,0.3237,0.3339,0.3126,456440000,3.07%
7/13/2022,0.3237,0.3117,0.3256,0.3034,520810000,3.85%
7/12/2022,0.3117,0.3151,0.318,0.308,375630000,-1.08%
7/11/2022,0.3151,0.3253,0.3289,0.311,358570000,-3.14%
7/10/2022,0.3253,0.3448,0.3449,0.3206,324310000,-5.65%
7/9/2022,0.3448,0.3407,0.3476,0.3397,182920000,1.18%
7/8/2022,0.3408,0.3424,0.3584,0.336,549480000,-0.58%
7/7/2022,0.3427,0.3325,0.3452,0.3269,384270000,3.10%
7/6/2022,0.3324,0.3257,0.334,0.3201,450080000,2.06%
7/5/2022,0.3257,0.3286,0.3309,0.3134,492080000,-0.87%
7/4/2022,0.3286,0.3215,0.3298,0.3148,379970000,2.22%
7/3/2022,0.3214,0.3155,0.3256,0.3092,279120000,1.89%
7/2/2022,0.3155,0.314,0.3179,0.3098,251140000,0.49%
7/1/2022,0.314,0.332,0.3345,0.3105,511230000,-5.44%
6/30/2022,0.332,0.3294,0.3325,0.3061,646650000,0.80%
6/29/2022,0.3294,0.3374,0.3415,0.3206,474440000,-2.38%
6/28/2022,0.3374,0.3534,0.3556,0.3357,453520000,-4.50%
6/27/2022,0.3533,0.359,0.367,0.349,381450000,-1.59%
6/26/2022,0.359,0.3675,0.3748,0.3577,258890000,-2.31%
6/25/2022,0.3675,0.3673,0.3738,0.3544,292630000,0.04%
6/24/2022,0.3674,0.3357,0.3863,0.3351,808820000,9.44%
6/23/2022,0.3357,0.3222,0.3369,0.3214,408830000,4.19%
6/22/2022,0.3222,0.3294,0.3296,0.3191,443830000,-2.18%
6/21/2022,0.3294,0.3224,0.3371,0.3192,518670000,2.15%
6/20/2022,0.3224,0.3263,0.3286,0.3138,463920000,-1.18%
6/19/2022,0.3263,0.3075,0.3327,0.2984,515680000,6.10%
6/18/2022,0.3075,0.3209,0.3263,0.2876,717570000,-4.18%
6/17/2022,0.3209,0.3131,0.3395,0.3107,571410000,2.52%
6/16/2022,0.313,0.3436,0.347,0.3075,788830000,-8.89%
6/15/2022,0.3436,0.3217,0.3466,0.2988,11500000000,6.78%
6/14/2022,0.3218,0.3116,0.3249,0.2939,10600000000,3.24%
6/13/2022,0.3117,0.3432,0.3499,0.3016,14100000000,-9.18%
6/12/2022,0.3432,0.3597,0.3651,0.3399,602160000,-4.56%
6/11/2022,0.3596,0.3815,0.3884,0.3563,473870000,-5.76%
6/10/2022,0.3815,0.4003,0.4117,0.3773,600310000,-4.67%
6/9/2022,0.4002,0.4006,0.404,0.397,396770000,-0.07%
6/8/2022,0.4005,0.4076,0.4102,0.3951,479640000,-1.76%
6/7/2022,0.4077,0.4028,0.4171,0.3851,671050000,1.22%
6/6/2022,0.4028,0.3954,0.4092,0.3942,415310000,1.86%
6/5/2022,0.3954,0.3924,0.3995,0.3897,215220000,0.76%
6/4/2022,0.3924,0.3904,0.3939,0.385,216560000,0.53%
6/3/2022,0.3904,0.4055,0.4103,0.3843,473680000,-3.72%
6/2/2022,0.4054,0.398,0.407,0.391,558630000,1.86%
6/1/2022,0.398,0.4216,0.4262,0.3899,671550000,-5.58%
5/31/2022,0.4216,0.4186,0.4334,0.4069,634000000,0.71%
5/30/2022,0.4186,0.3891,0.4196,0.387,552420000,7.58%
5/29/2022,0.3891,0.3863,0.39,0.3794,279300000,0.71%
5/28/2022,0.3864,0.3815,0.3887,0.3807,333920000,1.28%
5/27/2022,0.3815,0.3926,0.4028,0.3766,792880000,-2.84%
5/26/2022,0.3927,0.4062,0.4109,0.3771,862260000,-3.33%
5/25/2022,0.4062,0.4086,0.4133,0.3958,584590000,-0.58%
5/24/2022,0.4086,0.4052,0.4135,0.3908,439110000,0.86%
5/23/2022,0.4051,0.4218,0.4285,0.4005,443630000,-3.96%
5/22/2022,0.4218,0.4145,0.425,0.4104,268320000,1.76%
5/21/2022,0.4145,0.4102,0.4179,0.4037,251000000,1.04%
5/20/2022,0.4102,0.4203,0.4396,0.4018,619250000,-2.39%
5/19/2022,0.4203,0.4052,0.4239,0.392,507820000,3.71%
5/18/2022,0.4052,0.4379,0.4425,0.4047,667120000,-7.46%
5/17/2022,0.4379,0.423,0.4402,0.4173,674390000,3.53%
5/16/2022,0.423,0.448,0.448,0.4095,768300000,-5.58%
5/15/2022,0.4479,0.4261,0.4495,0.4154,485870000,5.13%
5/14/2022,0.4261,0.4228,0.4407,0.3966,808360000,0.77%
5/13/2022,0.4228,0.3849,0.4632,0.3809,11800000000,9.85%
5/12/2022,0.3849,0.4158,0.4288,0.3366,24300000000,-7.41%
5/11/2022,0.4157,0.5133,0.523,0.3655,25800000000,-19.00%
5/10/2022,0.5132,0.4873,0.5363,0.4734,15100000000,5.24%
5/9/2022,0.4877,0.5662,0.5785,0.4751,13500000000,-13.87%
5/8/2022,0.5662,0.5807,0.5829,0.5585,559530000,-2.51%
5/7/2022,0.5807,0.6022,0.6043,0.5697,410710000,-3.56%
5/6/2022,0.6022,0.5981,0.6157,0.5882,627490000,0.69%
5/5/2022,0.5981,0.6461,0.6567,0.5895,737320000,-7.43%
5/4/2022,0.6461,0.6046,0.6493,0.6042,603130000,6.86%
5/3/2022,0.6046,0.6144,0.6273,0.5962,486440000,-1.59%
5/2/2022,0.6144,0.607,0.6304,0.5986,565440000,1.21%
5/1/2022,0.607,0.5852,0.6124,0.5776,484630000,3.72%
4/30/2022,0.5852,0.6115,0.6282,0.5713,572630000,-4.30%
4/29/2022,0.6115,0.6428,0.6469,0.601,582820000,-4.86%
4/28/2022,0.6428,0.6521,0.6568,0.6345,450140000,-1.43%
4/27/2022,0.6521,0.6423,0.6622,0.637,496810000,1.51%
4/26/2022,0.6424,0.6931,0.7056,0.6291,634350000,-7.31%
4/25/2022,0.6931,0.6983,0.6993,0.6463,647880000,-0.75%
4/24/2022,0.6983,0.7055,0.7117,0.6957,229180000,-1.01%
4/23/2022,0.7055,0.7178,0.7263,0.7031,348930000,-1.72%
4/22/2022,0.7178,0.7328,0.7386,0.7149,461040000,-2.05%
4/21/2022,0.7328,0.7516,0.7673,0.7205,500740000,-2.51%
4/20/2022,0.7516,0.7748,0.7751,0.7425,493230000,-2.99%
4/19/2022,0.7748,0.7696,0.7815,0.7591,567780000,0.73%
4/18/2022,0.7692,0.7519,0.7694,0.7282,596690000,2.30%
4/17/2022,0.7519,0.781,0.7858,0.7483,422300000,-3.73%
4/16/2022,0.781,0.7857,0.7988,0.7662,439790000,-0.58%
4/15/2022,0.7856,0.7262,0.7956,0.7262,812680000,8.17%
4/14/2022,0.7263,0.7229,0.7406,0.709,462780000,0.49%
4/13/2022,0.7228,0.7151,0.725,0.702,433360000,1.14%
4/12/2022,0.7146,0.6946,0.7251,0.6925,500450000,2.88%
4/11/2022,0.6946,0.7542,0.7555,0.6841,648890000,-7.91%
4/10/2022,0.7542,0.7622,0.7725,0.7529,234620000,-1.05%
4/9/2022,0.7622,0.7551,0.7663,0.7534,197110000,0.93%
4/8/2022,0.7552,0.7873,0.7934,0.747,406460000,-4.11%
4/7/2022,0.7876,0.7596,0.7908,0.753,372840000,3.68%
4/6/2022,0.7596,0.8164,0.8185,0.7586,610290000,-6.96%
4/5/2022,0.8164,0.8264,0.8361,0.8148,316930000,-1.21%
4/4/2022,0.8265,0.843,0.8432,0.8065,399050000,-1.97%
4/3/2022,0.8431,0.8239,0.8498,0.8152,294490000,2.36%
4/2/2022,0.8237,0.8277,0.8497,0.8203,385670000,-0.49%
4/1/2022,0.8277,0.815,0.8339,0.8075,472970000,1.56%
3/31/2022,0.815,0.8614,0.8726,0.7982,630620000,-5.38%
3/30/2022,0.8613,0.8577,0.8716,0.8466,392680000,0.42%
3/29/2022,0.8577,0.8629,0.8854,0.8436,484880000,-0.59%
3/28/2022,0.8628,0.8579,0.9113,0.8535,820300000,0.59%
3/27/2022,0.8577,0.8329,0.858,0.8287,346340000,2.99%
3/26/2022,0.8329,0.8241,0.8349,0.8207,219770000,1.07%
3/25/2022,0.8241,0.8427,0.8455,0.8208,385530000,-2.22%
3/24/2022,0.8428,0.8376,0.8496,0.8274,515910000,0.61%
3/23/2022,0.8376,0.8366,0.8456,0.8188,449850000,0.13%
3/22/2022,0.8366,0.8373,0.8649,0.828,554920000,-0.09%
3/21/2022,0.8374,0.806,0.8543,0.7888,584250000,3.88%
3/20/2022,0.8061,0.8196,0.8217,0.7965,344780000,-1.66%
3/19/2022,0.8197,0.7965,0.8265,0.7918,467540000,2.90%
3/18/2022,0.7966,0.7937,0.8005,0.777,362680000,0.42%
3/17/2022,0.7933,0.792,0.8012,0.7833,436900000,0.18%
3/16/2022,0.7919,0.7659,0.7943,0.7582,560470000,3.40%
3/15/2022,0.7659,0.7745,0.7761,0.7422,407330000,-1.12%
3/14/2022,0.7746,0.7594,0.7796,0.7457,514380000,1.99%
3/13/2022,0.7594,0.7859,0.8047,0.7532,496630000,-3.36%
3/12/2022,0.7858,0.803,0.8488,0.7788,976910000,-2.15%
3/11/2022,0.8031,0.7361,0.8128,0.7254,843020000,9.11%
3/10/2022,0.7361,0.7657,0.7784,0.7241,648280000,-3.87%
3/9/2022,0.7657,0.7208,0.7727,0.7202,628030000,6.23%
3/8/2022,0.7208,0.7201,0.7304,0.7139,480810000,0.09%
3/7/2022,0.7201,0.7248,0.7535,0.7041,793880000,-0.64%
3/6/2022,0.7247,0.7539,0.7584,0.7223,496780000,-3.87%
3/5/2022,0.7539,0.7128,0.7684,0.7051,573880000,5.77%
3/4/2022,0.7128,0.7516,0.7536,0.6976,618130000,-5.19%
3/3/2022,0.7518,0.7687,0.7886,0.7352,631180000,-2.22%
3/2/2022,0.7688,0.7839,0.7841,0.7566,711250000,-1.91%
3/1/2022,0.7838,0.7813,0.8032,0.7583,738570000,0.33%
2/28/2022,0.7813,0.7214,0.7926,0.7089,855060000,8.29%
2/27/2022,0.7214,0.7504,0.7667,0.7042,865450000,-3.86%
2/26/2022,0.7504,0.7692,0.7906,0.7408,909280000,-2.45%
2/25/2022,0.7693,0.696,0.7759,0.6852,983370000,10.53%
2/24/2022,0.696,0.6962,0.7184,0.6225,18400000000,0.00%
2/23/2022,0.696,0.721,0.7437,0.6928,868990000,-3.49%
2/22/2022,0.7212,0.7019,0.7264,0.675,11800000000,2.79%
2/21/2022,0.7016,0.7758,0.8004,0.6967,11600000000,-9.54%
2/20/2022,0.7756,0.8217,0.8227,0.7663,968870000,-5.60%
2/19/2022,0.8216,0.7847,0.8535,0.7706,940730000,4.71%
2/18/2022,0.7847,0.7674,0.8045,0.7568,815440000,2.34%
2/17/2022,0.7668,0.8369,0.8445,0.7549,748400000,-8.26%
2/16/2022,0.8358,0.851,0.8525,0.8091,520130000,-1.76%
2/15/2022,0.8508,0.8008,0.8589,0.7963,555150000,6.25%
2/14/2022,0.8008,0.8056,0.8119,0.7803,622890000,-0.58%
2/13/2022,0.8054,0.822,0.8465,0.7928,699440000,-1.98%
